F.endolithicus	F.simplex	H.werneckii
0.248637	0.113653	0.476987
0.533521	0.229183	0.267793
0.359676	0.268771	0.248785
0.317924	0.132389	0.294018
0.26444	0.157028	0.60438
0.319494	0.287774	0.185847
0.208816	0.216911	0.690912
0.441603	0.026299	0.31425
0.289682	0.060275	0.294707
0.507207	0.124761	0.388664
0.187453	3.411345	0.072994
0.199129	0.091502	0.409764
0.202261	0.147371	0.9258
0.333646	0.069861	0.492567
0.27363	0.048543	0.445553
0.258442	0.215558	0.553458
0.651876	0.296466	0.237736
0.373738	0.244026	0.330264
0.185914	0.112984	0.470234
0.354522	0.165314	0.563676
0.354208	0.082178	0.339999
0.555739	0.140192	0.249893
0.767902	0.131274	0.33764
0.46863	0.04145	0.282204
0.462054	0.081855	1.890995
0.301837	0.076103	0.380799
0.174008	0.21768	0.098621
0.291774	0.196595	0.284563
0.332145	0.112577	0.276101
0.215621	0.129267	0.222953
0.245308	0.213957	0.389435
0.311768	0.176535	0.346635
0.409401	0.130713	0.513819
0.143368	0.186146	0.182799
0.240008	0.16752	0.413923
0.439709	0.245765	0.320064
0.390783	0.161511	0.16468
0.42965	0.214935	0.316923
0.167339	0.23175	0.454686
0.461413	0.118341	1.804637
0.303226	0.182093	0.392103
0.300333	0.157552	0.227262
0.339758	0.2791	0.24151
0.331736	0.111541	0.331276
0.308442	0.083232	0.413266
0.300815	0.22535	0.528365
0.369099	0.13044	0.200441
0.041841	0.13416	0.459941
0.442356	0.077068	0.615455
0.45835	0.056655	0.423407
0.30055	0.066708	0.382091
0.183758	0.164824	0.381904
0.295311	0.096789	0.432384
0.110827	0.197852	0.36349
0.419573	0.126483	0.260869
0.450522	0.233319	0.50361
0.223029	0.05854	0.191162
0.327086	0.175234	0.352681
0.340857	2.277077	0.214781
0.235487	1.216499	0.398171
0.162945	1.901608	0.194688
0.323688	0.220543	0.250696
0.380842	0.170825	0.446951
0.21421	0	0.203721
0.201542	0	0.446094
0.201015	0	0.253074
=-nan	3.21114	0.195126
0	0.231101	0.214384
0.17222	0.018482	0.351256
0.263668	0.092851	0.324627
0.312435	0.451278	0.434823
0.414748	0.201542	0.636106
0.435263	0.097161	0.273669
1.857931	0.160921	0.243895
99	0.080977	0.213801
0.679092	0.228117	0.101658
0.439696	0.102291	0.399193
0.326462	0.083953	0.318121
0.077878	0.147755	0.32492
0.220823	0.133967	0.447995
0.397503	0.301461	0.582568
0.303151	0.052343	0.193578
0.231761	0.267849	0.265701
0.233125	0.271892	0.2444
0.311351	0.128098	0.343154
0.18444	0.149569	0.491895
0.353068	0.209887	0.372882
0.319819	0.119215	0.211054
0.209582	0.14541	0.396002
0.2278	0.145073	=-nan
0.569989	0.346827	1.298751
0.216756	0.044624	0.87624
0.269436	0.175883	0.43738
0.381763	0.112734	0.716434
0.228713	0.061361	0.394707
0.436893	0.12838	0.312865
0.388283	0.160102	1.160451
0.136405	0.204634	1.0402
0.300784	0.102381	0.66271
0.450654	0	0.269537
0.392351	0.10625	0.510409
0.62377	0.158922	0.512553
0.230808	0.083674	0.58514
0.389932	0.146952	0.546293
0.214701	0.061467	0.295352
0.485712	0.190342	0.359127
0.08398	0.084685	0.406438
0.370368	0.106566	0.431399
0.70942	0.344573	0.270941
0.137824	0.106396	0.316124
0.399914	0.141854	0.354136
0.276636	0.081525	0.584287
0.62606	1.866524	0.38668
0.283318	2.513267	0.317859
0.528254	0.070109	0.384597
0.611703	0.110553	0.836716
0.417443	0.059505	0.356153
0.452943	1.788634	0.50633
0.310591	1.862191	0.519562
0.448486	1.800924	0.122658
0.459705	0.31743	0.533186
0.205698	0	0.22552
0.213882	0.318108	3.060129
0.52443	0.087992	0.732556
0.046141	0.203108	0.37731
0.226241	0.170314	0.317513
0.31562	0.249776	0.462818
0.481309	0.19951	0.61889
0.319166	0.144728	0.339659
0.222018	0.100284	0.272166
0.16763	0.382602	0.641331
0.117624	0.133126	0.361608
0.228951	0.079183	0.128523
0.398971	0.071268	0.579964
0.155109	0.104901	0.245339
0.317281	0.125887	0.351215
0.745508	0.163008	0.639707
0.975525	0.113845	0.523748
0.385474	0.093521	0.451943
0.465418	0.226184	0.245782
0.416084	0.310613	0.483076
0.194283	0.864808	0.305059
0.748992	0.353276	0.272431
0.648924	0.075136	0.330974
0.239708	0.279145	0.237198
0.435995	0.132952	0.44377
0.2203	0.190421	0.202921
0.418453	0.045929	1.586488
0.142712	0.122626	0.363286
0.180873	0.292278	0.355656
0.277077	0.106827	0.3354
0.645724	0.101856	0.285961
0.270946	0.242923	0.323316
0.216076	0.186884	0.277802
0.448132	99	0.357909
0.208302	1.000034	0.42454
0.438797	2.577487	1.1531
0.254308	1.580878	0.337232
0.364451	1.070353	0.436542
0.295319	0.316044	0.348179
0.522676	2.012606	0.222274
0.228644	1.815922	0.411379
0.233779	0.27298	0.480856
0.421676	0.456604	0.182997
0.227239	0.073171	0.468835
0.620694	0.131769	0.154125
0.26175	0.15081	0.533774
0.328474	0.076445	0.292509
0.310346	1.447787	0.358321
0.206746	0.041389	0.290249
0.296522	0.287472	0.367008
0.274198	0.104435	0.504286
0.346176	0.211764	0.301617
0.502573	0.220099	0.370476
0.273604	0.193818	0.652086
0.261364	0.099529	0.429362
0.601	0.120763	0.319563
0.365116	0.114809	0.203793
0.427835	0.08414	0.533988
0.259759	0.304088	0.444271
0.248309	0.099626	0.258575
0.267538	0.088168	0.374098
0.32668	0.252218	0.171992
0.370404	0.30091	0.257943
0.318228	0.151839	0.296554
0.45408	0.118025	0.942829
0.161236	0.124161	0.422126
0.209548	0.102014	0.601564
0.248276	0.082806	0.373577
0.350041	0.12916	0.179118
0.195598	0.234402	0.306684
0.287138	2.901515	0.316673
0.474654	2.866854	0.345467
0.561054	0.168412	0.925395
0.276115	0.322031	0.366469
0.374263	0	0.325933
0.378024	0.16005	0.320603
0.402028	0.272945	0.207173
0.180343	1.916162	0.398
0.489162	1.677394	0.536041
0.468306	0.144924	0.291437
0.30033	0	0.642676
0.471531	0.168945	0.442732
0.367652	0.27109	0.255262
0.215337	0.195865	0.233172
0.133672	0.304133	0.415804
0.273057	0.205546	0.505373
0.473344	0.1685	0.505011
0.346167	0.113948	0.440347
0.364089	0.223603	0.799699
0.383332	0.213984	0.452181
0.290176	0	0.107833
0.210544	0.243783	0.391066
0.353749	0.159559	0.260182
0.159552	0.057049	0.748928
0.278286	0.238679	0.469376
0.487556	0.027279	0.47669
0.283949	0.596062	0.4256
0.324143	0.483559	0.193158
0.134591	3.214452	0.467005
0.333937	0.151177	0.25331
0.545031	0.202615	0.367681
0.279669	0.202777	0.343019
0.674692	0.477386	0.272742
0.195833	0.079642	0.279672
0.153223	0.01714	0.258681
0.311254	0.140146	0.152024
0.189135	99	0.121354
0.360475	0.108737	0.685246
0.341539	0.153139	0.210421
0.403208	0.203322	0.348999
0.390769	0.294509	0.514449
0.15469	0.078756	0.450473
1.26593	0.107404	0.287457
0.437934	3.441731	0.636984
0.537418	0.038998	0.285738
3.195812	0.114436	0.537998
3.187742	0.239939	0.516387
0.319724	0.216695	0.195517
0.086384	0.10207	0.440024
0.210767	0.171693	0.646944
0.115826	0.125362	0.334406
0.302677	0.0727	0.185249
0.408307	0	0.322245
0.287201	0	0.725217
0.278396	0	0.858436
0.04487	0.18991	0.367336
0.330191	0.191385	0.406417
0.204063	0.088342	0.275219
0.268013	0.03492	0.377208
0.269375	0.171323	0.487509
0.166447	0.08726	0.241872
0.234605	0.079579	0.795058
0.181845	0	0.963739
0.195488	0.153929	0.212334
0.244858	0.042689	0.241246
0.373392	0.120595	0.40133
0.332107	0.126676	0.373497
0.304406	0.145467	0.486266
0.22853	0.059174	0.729802
0.301331	0.134877	0.635947
0.402283	0.175751	0.464526
0.410507	0.199067	0.278786
0.034145	0.173177	0.590399
0.259447	0.227202	0.378885
0.342484	0.062872	0.623249
0.525163	0.164287	0.208457
0.301891	0.164318	0.248907
0.258638	0.128014	0.666823
0.282463	0.117235	0.11712
0.331205	0.108145	0.129884
0.230949	0.160273	0.143012
0.397259	0.168261	0.322636
2.448246	0.19021	0.448769
2.412483	0.086277	0.287289
0.334576	0.077384	0.431764
0.706059	0.220905	0.197698
0.63103	0.095535	0.196818
0.270513	0.069581	0.337702
0.345361	0.074905	0.214797
0.250926	0.127809	0.321301
0.305299	0.285517	0.424793
0.327234	0.28081	0.83794
0.138609	0.182044	0.318636
0.429475	0.195927	0.232363
0.534157	0.242498	0.441952
0.292106	0.199348	0.343251
0.447377	0.610391	0.23485
0.348572	1.676813	0.355713
0.22348	0.290844	0.418856
0.278389	0.237401	0.49678
0.08496	0.246577	0.521856
0.441281	0.041913	0.277804
0.20512	1.00292	0.444852
0.221414	0.162396	0.486334
0.334382	0.100742	0.304434
0	0.09587	0.539661
0.301822	0.249966	0.297127
0.227364	0.168397	0.347145
0.314057	0.321352	0.400679
0.316323	0.170854	0.278321
0.340607	99	0.309075
0.258657	1.300827	0.111469
0.452365	0.801606	0.272726
0.280453	0.192838	0.446794
0.463379	0.313777	0.368852
0.341508	0.177814	0.422352
0.584127	2.903834	0.242876
0.284915	0.089958	0.223113
0.462779	1.805152	0.557124
0.379442	0.140013	0.392508
0.156831	0.207151	0.31001
0.304073	0.186432	0.242143
0.332011	0.126712	0.233386
0.322326	0.11235	0.253085
0.5703	0.256087	0.664712
0.151194	0.075596	0.322384
0.414469	0.088457	0.584278
0.28145	0.148972	0.279518
0.127049	0.156431	0.375633
0.277481	0.134322	0.685995
0.316843	0.214387	0.397962
0.507102	0.06996	0.213492
0	0.088108	0.501196
0.064615	0.105254	0.391988
0.926373	0.072842	2.986258
0.458181	0.242869	3.781547
0.24368	0.100041	0.185262
0.155111	0.147534	0.145768
0.261737	0.159431	0.252192
0.214891	0.138014	0.25638
0.348176	0.199872	0.387686
0.252774	0.233345	0.13648
0.162794	0.23165	0.545201
0.421273	0.1682	0.661458
1.968317	0.168483	0.097953
3.273738	1.826742	0.313659
0.521571	0.968024	0.240749
0.276217	0.103729	0.343788
0.346743	0.074607	0.282123
0.217012	0.111285	0.424419
0.29975	0.273775	0.27635
0.32967	0.161617	0.400338
0.366814	0.106413	0.482932
0.339726	0.101547	0.314376
0.309701	0.104803	0.512236
0.199189	0.200947	0.214338
0.327216	0.130378	0.300423
0.107023	0.335144	0.268209
0.313333	0.085444	0.286374
0.287005	0	1.263063
0.744885	0.159772	0.548865
0.451638	0.059464	0.487343
0.328555	0.063851	0.36647
0.214319	0.077804	0.522344
0.35018	0.206824	0.341992
0.576558	0.121235	0.243444
0.303076	0.174064	0.707718
0.281412	0.293581	0.554202
0.363337	0.163318	0.842759
0.313648	0.096724	0.446188
0.267405	0.106931	0.206308
0.130465	0.568747	0.260246
0.221608	0.278163	0.32141
0.262692	0.048668	0.539525
0.277945	0.234971	0.375822
	1.910637	0.218246
	1.931733	0.277075
	0	0.379865
	0	0.387864
	0.214353	0.68602
	0.11911	0.683265
	0.136417	0.615444
	0.079313	0.648736
	0.203335	0.41128
	0	
	0.108827	
	0.192991	
	0.058282	
	0.099312	
	0.108439	
	0.044915	
	0.084504	
	0.026012	
	0.14512	
	0.251132	
	0.387567	
	1.503132	
	1.597456	
	0.251453	
	0.173754	
	0.115354	
	0.101274	
	0.19692	
	0.113252	
	0.172082	
	0.081877	
	0.102531	
	0.057996	
	0.138563	
	0.151575	
	0.141163	
	0.083062	
	0.109463	
	0.227638	
	0.169619	
	0.210276	
	0.136488	
	0.248534	
	0.08764	
	0.142895	
	0.077899	
	0.136347	
	0.116352	
	0.06923	
	0.069094	
	0.299529	
	0.055759	
	0.137131	
	0.188571	
	0.128675	
	0.129617	
	0.038682	
	0.21236	
	0.131901	
	0.088541	
	1.638376	
	0.149371	
	0.166574	
	0.179274	
	2.04939	
	0.078053	
	2.092005	
	0.061227	
	0.888312	
	0.735902	
	0.035472	
	0.038961	
	0.075976	
	0.173556	
	0.045025	
	0.085051	
	0.155418	
	0.067328	
	0.191533	
	0.155953	
	0.092586	
	0.101644	
	0.07927	
	0.093196	
	0.221702	
	0.261417	
	0.152723	
	0.198735	
	0.099259	
	0.10824	
	0.06485	
	0.223466	
	0.162197	
	0.117323	
	0.190121	
	0.171953	
	0.086856	
	0.11415	
	0.170186	
	0.104488	
	0.198573	
	0.21183	
	0.144787	
	0.104879	
	0	
	1.212577	
	0.02043	
	0.322392	
	0.028269	
	0.020919	
	0.338566	
	0	
	0	
	0	
	0.135717	
	0.090292	
	0.100063	
	0.089273	
	0.102857	
	0.147511	
	2.736328	
	0.153807	
	0.191041	
	0.17196	
	0.217607	
	0.261668	
	0.165971	
	0.134933	
	0.19317	
	0.361026	
	0.148999	
	0.363457	
	0.161472	
	0.123475	
	0.217407	
	0.139922	
	1.557711	
	2.877755	
	0.084221	
	0.19884	
	0.158255	
	0.138918	
	0.124874	
	0.138756	
	0.1293	
	0.471248	
	0.168113	
	0.08889	
	0.152303	
	0.086689	
	0.150166	
	0.203791	
	0.142254	
	0.055179	
	0.155752	
	0.2019	
	0.162837	
	0.177871	
	0.08989	
	0.406588	
	2.856473	
	2.892961	
	0.248509	
	0.086791	
	0.136936	
	0.095423	
	0.069753	
	0.199978	
	0.144776	
	0.203473	
	0.151054	
	0.138355	
	0.092917	
	0.108989	
	0.040122	
	0.10861	
	0.160291	
	0.14007	
	0.042338	
	0.263352	
	0.163141	
	0.206888	
	0.276908	
	0.05568	
	0.267879	
	0.141811	
	0.074785	
	0.087247	
	0.369638	
	0.164815	
	1.205679	
	0.15626	
	0.230342	
	0.072592	
	0.131321	
	0.108854	
	0.162086	
	0.134914	
	0.162187	
	0.081234	
	0.180432	
	0.286504	
	0.088197	
	0.110645	
	0.154565	
	0.086654	
	0.108083	
	0.22423	
	0.116351	
	0.166132	
	0.029529	
	0.146616	
	0	
	0	
	0.100482	
	1.591768	
	0.100482	
	1.591768	
	1.163076	
	0.236329	
	0.119726	
	0.194211	
	0.160741	
	0.075117	
	0.11208	
	0.135573	
	0.041697	
	0.178559	
	0.239148	
	0.087816	
	0.195153	
	0.058536	
	0.114824	
	0.110868	
	0.149845	
	0.231937	
	0.251361	
	0	
	0.880671	
	0.586196	
	0.880671	
	0.586196	
	0.043845	
	0.131299	
	0.174569	
	0.094477	
	2.628997	
	2.050288	
	0.070028	
	0.161421	
	0.167166	
	0.082895	
	0.261686	
	0.243879	
	0.088014	
	0.059214	
	0.224591	
	0.097187	
	0.074447	
	0.137734	
	0.121327	
	0.146543	
	0.034735	
	0.20948	
	0.1434	
	0.330755	
	0.019186	
	0.21046	
	0.147159	
	0.198762	
	0.133801	
	0.263031	
	0.030482	
	0.138764	
	0.062805	
	0.079012	
	2.596398	
	2.781945	
	0.177521	
	0.183415	
	0.108667	
	0.133238	
	0.087843	
	0.077188	
	0.184385	
	0.199504	
	0.047557	
	0.359935	
	0.303834	
	0.072903	
	0.205449	
	3.856328	
	3.861333	
	0.156588	
	0.277973	
	0.067755	
	0.087959	
	0	
	0.152423	
	0.116111	
	0.152538	
	0.075842	
	0.044786	
	0.183031	
	0.115307	
	0.138409	
	0.113684	
	0.063139	
	0.036628	
	0.081746	
	2.128034	
	1.769516	
	0.035893	
	0.221914	
	0.090245	
	0.109014	
	0.031033	
	0.169926	
	0.195451	
	0.264418	
	0.246172	
	0.135366	
	0.140864	
	0.141196	
	0.03471	
	0.216272	
	0.091703	
	0.217125	
	0.056985	
	0.13099	
	0.253898	
	0.06133	
	0.096565	
	2.378165	
	2.420568	
	0.133027	
	0.094937	
	0.137395	
	0.545566	
	0.060927	
	0.135215	
	0.137759	
	0.096758	
	0.254477	
	0.164393	
	0.073029	
	0.126268	
	0.381836	
	0.166136	
	0.236593	
	0.26426	
	0.17228	
	0.170682	
	0.183172	
	99	
	1.789035	
	2.316821	
	2.315455	
	2.458318	
	1.547536	
	2.330701	
	1.858871	
	1.491199	
	2.280764	
	0	
	99	
	99	
	0.303182	
	0.124198	
	0.385058	
	0.090587	
	0.188416	
	0.108777	
	0.119995	
	0.186539	
	0.188518	
	0.140695	
	0.081302	
	0.156482	
	0.156423	
	0.078161	
	0.071524	
	0.114723	
	0.169767	
	0.165156	
	1.628921	
	0.145573	
	0.079092	
	0.165341	
	0.132959	
	0.183741	
	0.118944	
	0	
	0.070499	
	0.080686	
	0.160928	
	0.059305	
	0.039904	
	0.08613	
	0.099739	
	0.091179	
	0.06866	
	0	
	0.100413	
	0.145183	
	0.052023	
	0.135422	
	0.104724	
	0.201148	
	3.454721	
	2.997624	
	3.156497	
	2.652468	
	0.073074	
	0.131974	
	0.071621	
	0.0926	
	0.114904	
	0.147799	
	1.524631	
	1.640351	
	1.151538	
	0	
	1.817442	
	1.826751	
	0.094166	
	0.188368	
	0.205433	
	0.141234	
	0.199689	
	0.161532	
	0.189357	
	0.238524	
	0.169425	
	0.070482	
	0.328802	
	0.168338	
	0.071543	
	0	
	0.056924	
	0.119377	
	0	
	1.771368	
	1.580141	
	0.10574	
