F.endolithicus	F.simplex	H.werneckii
0.293617	0.280668	0.391708
0.172991	0.200483	0.436207
0.392117	0.089482	0.306796
0.316447	0.153023	0.293521
0.565768	2.117774	0.436362
0.248	0.185986	0.222203
0.633821	0.228031	0.414966
0.661979	0.132784	0.537711
0.379413	0.091255	0.252834
0.264506	0.035906	0.715321
0.304778	0.155043	0.494511
0.250961	0.100889	0.337918
0.193015	0.442396	0.245343
0.158388	0.193745	0.352006
0.373402	0.140649	0.228471
0.282952	0.167751	0.3199
0.141537	0.16082	0.564476
0.18022	0.226974	0.494372
0.348822	0.183562	0.610616
0.164371	0	0.221486
0.384173	0.097114	0.582596
1.056928	0.130157	1.592431
0.365598	0.148922	1.216287
0.215166	0.139166	0.449329
0.401894	0.123239	0.446799
0.342185	0.140119	0.220509
0.204911	0.254086	0.220334
0.249838	2.332797	0.28797
0.310633	0.135374	0.379596
0.165493	6.197321	0.336928
0.276654	0.05303	0.166119
0.123827	0.188	0.361149
0.469713	0.232719	0.298019
0.288027	0.121536	0.370778
0.20645	0.126041	0.178648
0.168612	0.050334	0.526591
0.680489	0.146033	0.727788
0.137141	0.271361	0.260089
0.218822	0.27375	0.613906
0.392043	0.049624	0.20239
0.424754	0.299049	0.255722
0.334214	0.139963	0.215495
0.174367	2.740259	0.485475
0.253977	0.160283	0.540122
0.494461	3.335339	0.338569
0.315392	0.152093	0.233045
0.433313	0.201762	0.502426
0.711405	0.19961	0.230425
0.188431	0.128231	0.511532
0.231716	0.260636	0.277028
0.411648	0.297017	0.464096
0.465551	0.050491	0.252113
1.122115	0.19667	0.371627
0.416938	0.271511	0.363962
0.337401	0.17463	0.258939
0.156915	0.222467	0.291486
0.320196	0.191493	0.423524
0.37004	0.072791	0.291566
0.48095	0.098302	0.271887
0.250414	0.129499	0.418041
0.205772	0.233692	0.2999
0.502438	0.171714	0.627531
0.475722	0.219264	0.374807
0.182252	0.255094	0.301741
0.245415	0.139442	0.421574
0.453072	0.112645	0.244255
0.399269	0.297027	0.258227
0.263238	0.106346	0.403084
0	0.163394	0.367372
0.127521	0.193338	0.37004
0.365379	0.495151	0.401225
0.272847	0.193338	0.389122
0.443188	0.398652	0.294784
0.739155	0	0.338602
0.931207	0.398652	0.334199
0.247314	0.136962	0.399821
1.545214	0.084541	0.442841
1.144396	0.085118	0.386883
1.843927	0.114867	0.384409
0.940235	0.248792	0.478666
0.461888	0.096726	0.259941
1.188583	0.16618	0.375086
0.292288	0.074351	0.343889
0.302115	0.088146	0.37507
0.364124	0.093516	0.251744
0.164006	0.301436	0.492009
0.306527	0.274374	0.464442
0.281406	0.252319	0.405983
0.465933	0.108271	0.356575
0.212858	0.203886	0.300077
0.432014	0.178141	0.592578
0.697998	0.12693	0.391886
0.338695	0.228182	0.551938
0.347754	0.139607	0.432234
0.253429	0.21682	0.498526
0.065065	0.106542	0.365685
0.268943	0.040342	0.391
0.194464	0.056346	0.59672
0.508483	0.085842	0.221815
0.496988	0.066206	0.557016
0.1497	0.29187	0.360152
0.291295	0.160602	0.505765
0.250831	0.101718	0.292081
0.651209	0.149544	0.352025
0.359156	0.19559	0.387535
0.095543	0.124651	0.985094
0.257614	0.047034	0.69239
0.223237	0.131791	0.153841
0.571325	0.172424	0.382244
0.46388	0.155847	0.269115
0.257075	0.178768	0.182562
0.279167	0.150466	0.217004
0.162216	0.136772	0.610048
0.233083	1.363631	0.316955
0.291529	2.038534	0.51155
0.421418	1.323135	0.646557
0.552642	1.411775	2.376091
0.344307	1.398661	0
0.305496	0.242319	1.251937
0.257066	0.185615	0.935142
0.360152	0.125008	0.425543
0.407938	0.356212	0.675963
0.594378	0.199292	0.276062
0.453062	0.084662	0.311074
0.321304	0.189924	0.415001
0.285098	0.090286	0.591369
0.481603	0.341397	0.723731
0.495234	1.787602	0.271311
0	0	0.225172
0.45129	0.643944	0.41665
0.389849	0.639117	0.261626
0.360679	0	0.265934
0.255019	0.115933	0.435937
0.395978	0.099352	0.49569
0.403226	0.172833	0.369754
0.534084	0.173516	0.521926
0.330944	0.175788	0.768326
0.593918	0.150545	0.356442
0.572416	0.082671	0.182534
0.563185	0.103505	0.329807
0.622009	0.217174	0.276887
0.450803	0.162893	0.392965
0.319279	0.127105	0.446963
0.716704	5.953164	0.328807
0.263029	0.184179	1.4097
0.302115	0.137108	0.387748
0.250457	0.18416	0.62785
0.264645	0.103531	0.221134
0.110059	0.116842	0.295429
0.525293	0.229693	0.545835
0.309015	0.150183	0.356099
0.375169	0.106388	0.356928
0.111865	0.186952	0.356319
0.713736	0.059733	0.261464
0.758888	0.1154	0.423353
0.129405	0.270021	0.240434
0.342516	0.065152	0.179601
0.351956	2.191241	0.381488
0.279666	0.176609	0.221583
0.30708	0.036709	0.448228
0.259091	0.15124	0.861173
0.299179	0.126985	0.485392
0.381386	0.27233	0.337093
0.682521	0.262467	0.258339
0.376268	0.112038	0.290259
3.601841	0.235958	0.297473
3.603377	0.087229	1.645442
3.606467	0.206975	1.018219
3.607994	0.170677	0.753863
0.165759	0.141755	0.358695
0.425597	0.016182	0.44107
0.426747	0.261556	0.364982
0.264878	0.277894	0.28145
0.037072	0.174651	0.332204
0.224665	0.162631	0.450499
0.189358	0.119574	0.28352
0.257741	0.04762	0.192942
0.481647	0.075538	0.260902
0.374887	0.139661	0.462581
0.361368	0.112475	0.525761
0.236976	1.244013	0.938908
0.290413	1.157564	0.527509
0.445198	0.836903	0.590098
1.199862	0.161375	0.660546
0.367043	0.260344	0.226516
0.500366	0.101925	0.247212
0.349121	0.081497	0.255079
0.256473	0.074174	0.502495
0.368881	0.150683	0.507509
0.326111	0.102924	0.511498
0.251284	0.175929	0.353009
0.267147	0.250394	0.582432
0.28111	0.264247	0.32156
0.282791	0.159644	0.251334
0.382403	0.08064	0.261287
0.47456	0.093295	0.391786
0.616591	0.123612	0.27912
0.356639	0.093602	0.430851
0.186584	0.136026	0.226564
0.561802	0.119422	0.308609
0.257985	0.214713	0.341982
0.235552	0.268718	0.479927
0.372036	0.160512	0.375392
0.090024	0.117132	0.355329
0.317285	0.0831	0.481754
0.421667	0.188929	0.16067
0.314935	0.378158	0.227686
0.430301	0.200025	0.295979
0.369507	0.203585	0
0.345778	0.16861	0.369032
0.279134	0.120918	0.369032
1.572116	0.116481	0.053048
0.280056	0.144227	0.929435
0.366474	0.217261	0.705575
0.606996	0.19485	2.801353
0.440572	0.221938	0.871064
0.171621	0.152375	0.092534
0.422157	0.254521	0.38801
0.25568	2.458543	0.276378
0.375131	0.086563	0.47484
0.660669	0.147013	0.174717
0.341454	0.101809	0.381802
0.297765	0	0.698814
0.330878	0	0.420286
0.312012	0.161524	0.182571
0.401145	0.207323	0.464871
0.260919	0.062906	0.520213
0.452488	0.212418	0.406388
0.2835	0.258639	0.420518
0.39777	0	0.313437
0.261548	0	0.383257
0.562737	0	0.347449
0.668038	0.053725	0.546146
0.185166	0	0.364366
0.34694	0.15985	0.275599
0.352885	0.167074	0.860172
0.252894	0.098752	0.612178
0.444094	0.124655	0.336624
0.181885	1.319403	0.267647
0.310697	99	0.167824
0.25556	1.661633	0.355374
0.396774	0	0.735644
0.343386	2.043615	0.247166
0.325506	1.390659	0.335033
0.694407	0.474797	0.261018
0.139076	0.49336	0.38928
0.418011	0.098774	0.270015
0.361181	0.055718	2.569824
0.034117	0.242428	0.303347
0.244864	0.242642	0.229374
0.282764	0.187584	0.799512
0.184349	0.098901	0.283606
0.256618	0.178625	0.20233
0.348864	0.167967	0.331392
0.177038	0.195582	0.246506
0.302538	0.141741	0.357687
0.525461	0.131084	0.127203
0.355354	0.107884	0.447958
0.392756	0.157536	0.409806
0.19032	0.33791	0.525056
0.313176	0.125899	0.428025
0.305937	0.294122	0.535029
0.6179	0.142443	0.274647
0.260962	0.522903	0.440581
0.277552	1.42353	0.325048
0.26984	1.390312	0.33857
0.166488	0.450904	0.202308
0.150624	0.183373	0.607202
0.284654	0.103576	0.635368
0.307631	0.057752	0.292545
0.20628	0.131211	0.621314
0.232122	0.122635	0.374086
0.510089	0.069617	0.275623
0.293381	0.221159	0.633405
0.396004	0.150485	0.305515
0.309249	0.074124	0.469034
0	0.057936	0.32764
0.434149	0.031307	0.491212
0.482147	0.237745	0.392346
0.09635	0.355437	0.86397
0.33655	0.250658	0.417537
0.396916	0.167648	0.427798
0.331933	0.101859	0.513476
0.41135	0.268668	0.29702
0.349406	0.303322	0.266032
0.313629	0	0.273447
0.432646	0.303322	0.608685
0.132557	0.149721	0.446754
0.323228	0.101794	0.26812
0.357216	0.230554	0.374533
0.34408	0.314352	0.261411
0.086872	0.129638	0.22073
0.256682	0.055615	0.189905
0.420946	0.104348	0.274828
0.341657	0.048892	0.280332
0.238459	0.230151	0.227195
0.312315	0.298535	0.363944
0.23892	0.132575	0.304487
0.194182	0.214567	0.400873
0.47974	0.110647	0.468881
0.206581	0.183642	0.33468
0.136904	0.333367	0.759801
0.23277	0.157807	0.310523
0.395013	0.206422	0.683784
0.309823	0.076907	0.352366
0.20585	0.238388	0.512925
0.150963	0.080928	0.332556
0.105576	0.197688	0.269563
0.309259	0.1519	0.393183
0.302767	0.120074	0.114881
0.812475	0.074352	0.403493
1.6501	0.254475	0.227832
0.387718	0.234661	3.364352
0.875543	0.185299	1.717983
0.526467	0.256854	0.431761
0.349606	0.140002	1.203566
0.414738	0.124001	0.564361
0.487597	0.188735	0.599942
0.861707	0.102224	0.285404
0.864986	0.034799	0.364995
0.584206	0.109923	0.560758
0.133781	0.173038	0.350725
0.032275	0.192154	0.266822
0.361411	0.110821	0.341967
0.208178	0.242483	0.365869
0.254613	0.087572	0.289973
0.230371	0.118961	0.114756
0.257359	0.118185	0.272929
0.28857	0.20347	0.349505
1.765058	0.17248	0.289389
0.240051	0.063007	0.131796
0.984567	2.698672	0.369725
0.341413	0.25524	0.325432
0.53136	0.115692	0.375818
0.411475	0.499166	0.601923
0.308866	0.110255	0.347701
0.841879	0.080093	0.272643
0.319663	0.190225	0.259082
0.287843	0	0.724119
0.273097	0.225405	0.451242
0.657015	0.072625	0.309584
0.543334	0.19246	0.496103
0.425917	0.153095	0.778445
0.234279	0.110284	0.33757
0.357323	0.241221	0.346709
0.525118	0.03251	0.312438
1.778686	0.129735	0.310758
0.353514	0.071108	0.456548
0.256888	0.102827	0.260761
0.359928	0.170254	0.385123
0.203357	0.315192	0.343037
0.282933	0.155812	1.663069
0.258971	0.152206	0.980235
0.319538	0.058778	0.94533
0.324812	0.374391	0.457071
0.267245	0.200336	0.380643
0.247699	0.095346	0.31406
0.45189	0.235501	0.32576
0.094082	0.051516	0.971552
0.210165	0.177862	0.453166
0.364635	0.141393	0.316556
0.20885	0.124131	0.162259
0.26082	0.160665	0.28729
0.504921	0.173167	0.418213
0.139596	0.139372	0.453112
0.40033	0.118332	0.217614
0.274979	0.171005	0.190021
0.322188	0.145422	0.370225
0.178442	0.18701	0.431792
0.676366	0.127917	99
0.069134	2.668936	99
0.436213	1.814771	0
0.272045	0.146962	0.18298
0.336633	0.360107	0.144941
0.411865	0.266138	0.36705
0.360867	0.193001	0.663863
0.173536	0.183487	0.401728
0.353768	0.023312	0.435576
0.344575	0.146711	0.353269
0.303869	0.15633	0.299641
0.367977	0.057001	0.339664
0.152069	0.18901	0.358897
0.222912	0.138849	1.055322
0.287717	0.190613	0.51055
0.296776	0.135797	0.565216
0.183483	0.100933	0.486162
0.355535	0.472915	0.522361
0.363091	0.188692	0.379346
0.253384	0.343683	0.112278
0.345607	0.243665	0.30597
0.234916	0.136607	0.111306
0.423049	0.152912	0.340258
0.391563	0.121199	0.315018
0.136127	0.255863	0.246815
0.993244	0.103483	0.209253
0.407918	0.159446	0.294858
0.668009	0.106659	0.476586
0.635087	0.231828	0.615613
0.213929	0.223368	0.371931
0.315827	0.186051	0.345127
1.047868	0.152624	0.328767
0	3.212612	0.333415
0.903137	0.274024	0.384711
0.190604	0.124804	0.403059
0.158518	0.117269	0.634687
0.203151	0.06449	0.302237
0.278935	0.149326	0.23171
0.276296	1.312164	0.303709
0.280906	0.06752	0.265917
0.290444	0.09718	0.538723
0.191084	0.117517	0.714828
0.216948	0.09662	0.450956
0.288513	0.224553	0.372699
0.033189	0.195835	0.278775
0.277727	0.161651	0.451136
0.294543	0.02586	0.330169
0.460691	0.165319	0.42519
0.285664	0.115265	0.291402
0.362919	0.14762	0.717322
0.094254	0.241277	0.345207
0.172476	0.210223	0.364238
0.233999	0.139737	0.220672
0.178656	0.242193	0.267083
0.196484	0.112097	0.292027
0.255117	0.156361	0.680561
0.188514	0.140028	0.298357
0.317534	0.157873	0.476715
0.08638	0.194207	0.25339
0.224117	0.548644	0.569551
0.315395	0.093296	0.365387
0.143023	0.015501	0.239297
0.328288	0.112646	0.222516
0.226586	0.122765	0.250084
0.478149	0.114223	0.47121
0.11897	0.080341	0.481798
0.2684	0.220539	0.324327
0.36706	0.088828	0.30248
0.632547	0.233894	0.644918
1.141431	0.175521	0.381109
0.327666	0.211004	0.475241
0.086211	0.145488	0
0.219493	0.360356	0.374746
0.212201	2.885467	0.508524
0.481388	2.87774	0.255924
0.219736	0.069272	0.455445
0.522362	0.033501	0.430153
0.335058	0.05484	0.169519
0.211928	0.085529	0.379924
0.278902	0	0.567242
0.515462	0.16024	0.421702
0.358831	0.184451	0.289338
0.317966	0.243494	0.247183
0.358876	0	0.235875
0.542761	0	0.465813
0.220083	0	0.387757
0.198998	0.14863	0.514572
0.319701	0.140861	0.336439
0.566907	0.132264	0.326663
0.270247	0.145295	0.264551
0.449261	0.14882	0.566578
0.56093	0.100882	0.435625
0.43035	0.093044	0.38166
0.362422	3.709884	0.681707
0.484024	0.2459	0.447869
2.916029	0.104517	0.549121
2.924721	0.132717	0.367098
0.35436	0.238533	0.715906
0.607824	0.179366	0.273425
0.425533	0.13093	0.598209
0.285647	0.253048	0.938857
0.566105	0.190221	0.343396
0.263428	0.123862	0.531397
0.270876	0.107573	0.441952
0.257262	0.108755	0.258338
0.166081	0.066927	0.587211
0.273918	0.171827	0.55613
0.235299	0.154785	0.818851
0.127908	0.349044	0.40635
0.241807	0.181118	0.331015
0.146431	0.141945	0.274201
0.1604	0.1017	0.274503
0.441427	0.115258	0.729329
0.363698	0.069256	0.592068
0.404991	0.186103	0.497545
0.495101	0.043961	0.353785
0.3471	0.190222	0.37766
0.331773	0.25512	0.321199
0.110206	0.242139	1.323704
0.28145	0.097614	0.831678
0.451301	0.089905	0.289705
0.374464	0.164286	0.484601
0.289054	0.121609	0.556902
0.209458	0.250479	0.342094
0.373027	0.138901	0.281826
0.266189	0.032726	3.860752
0.510194	0.105749	1.959796
0.181537	0.257676	0.400291
0.219576	0.199402	0.578021
0.365299	0.296102	0.376515
0.258319	0.147927	0.38642
0.27633	0.166101	0.714895
0.32189	0.10156	0.439218
0.165971	0.201631	0.349972
0.474718	0.171827	0.330657
0.340958	0.19134	0.26117
0.412281	2.129825	0.271823
0.098782	0.222304	0.2798
1.74782	0.064818	0.414776
0.43071	0.160434	0.518689
0.217278	0.234075	0.372652
0.728029	0.136425	0.21926
0.346333	0.069691	0.250756
0.294831	0.151233	0.263627
0.314004	0.15531	0.140129
0.397274	0.137666	0.216394
0.2091	0.063985	0.451369
0.507102	0.025646	0.335409
0.192414	0.257981	0.333329
0.310291	0.037969	0.33137
0.216273	0.128485	0.446145
0.366764	0.150558	0.279478
0.345365	0.130844	0.651505
0.355229	0.10108	0.377378
0.256496	0.310452	0.257492
0.203	0.059968	0.399006
0.371922	0.113949	0.404221
0.313194	0.324018	0.256692
0.262488	0.136182	0.38416
0.247917	0.184635	0.336958
0.2241	0.157489	0.307888
0.186782	0.015883	0.424629
1.173169	0.134901	0.397961
0.543237	0.159964	0.346516
0.349535	0.150633	0.389077
0.518329	0.086165	0.167275
0.551631	0.147839	0.284358
0.259929	0.087522	0.41453
0.246117	0.061744	0.190458
0.361263	0.388656	0.303334
0.478114	0.21386	0.27727
0.307088	0.047316	0.612438
0.136343	0.515401	0.245182
0.18318	0.192125	0.539955
0.161529	0.113937	0.59374
0.26482	0.157165	1.824326
0.212338	0.060626	0.308693
0.433506	0.273608	0.57958
0.311888	0.246865	0.358559
0.462208	0.162391	0.291808
0.343034	0.034901	0.108961
0.297051	0.144293	0.282996
0.540226	0.336003	0.436267
0.310959	0.063643	0.362267
0.295141	0.038427	0.428726
0.324637	0.064448	0.26992
0.267746	0.116243	0.238849
0.401173	0.084629	0.13777
0.225086	0	0.378589
0.321323	0.191615	0.618969
0.463257	0.084391	0.651093
0.554767	0.154917	0.576358
0.321621	0.096635	0.451576
0.162781	0.221287	0.35233
0.427163	4.454142	0.368552
0.420659	0.177662	0.223726
0.871172	0.176074	0.132277
0.403822	1.465999	0.286989
0.319376	1.598488	0.292625
0.303599	1.82399	0.440575
0.442467	0.126181	0.389975
0.265498	0.184394	0.399909
0.380635	0.080145	0.237866
0.13562	0.188645	0.472944
0.067703	0.098606	0.757224
0.278236	0.227613	0.317108
0.224325	0.088785	0.454439
0.365605	0.191393	0.260312
0.259485	0.05841	0.185518
0.251075	0.072143	0.247597
0.296455	0.10862	0.219334
0.271191	0.037137	0.232539
0.445063	0.053337	0.310001
0.263076	0.087382	0.378334
0.204116	0.073361	0.459539
0.429987	0.140557	0.287691
0.402922	0.109991	0.546044
0.162357	0.184696	0.287206
0.512803	0.047774	0.426556
0.224611	0.051973	0.375829
0.327229	0.150107	0.841508
0.317564	0.228466	0.160533
0.795772	0.29928	0.228998
0.421319	0.1238	0.469874
0.549324	0.069319	0.402034
0.264777	0.196603	0.268454
0.352472	0.092312	0.512784
0.470477	0.281533	0.40135
0.112511	0.133308	0.681137
0.558873	0.477121	0.487431
0.26368	0.111654	0.18098
0.227174	0.28742	0.395138
0.328345	0.163429	0.966654
0.265007	1.307881	0.172856
0.10966	0.14335	0.349451
0.586302	0.178716	0.684929
0.247069	0.055648	0.74093
0.402227	0.103291	0.514824
0.239003	0.13164	0.309294
0.266492	0.200105	0.322967
0.646559	0.173324	0.702777
0.081969	0.18526	0.349517
0.235449	0.162414	0.337962
0.536712	0.165369	0.560586
0.24758	0.15319	0.304116
0.067787	0.219164	0.393488
0.371206	0.145484	0.464874
0.49932	0.123343	0.359858
0.076573	0.093096	0.270748
0.465381	0.136554	0.467805
0.08216	0.257183	0.420024
0.297697	0.028819	0.489072
0.303834	0.139136	0.383016
0.443178	0.113538	0.505233
0.4334	0.083401	0.565695
0.402897	0.091188	0.474762
1.452526	0.143531	0.278583
1.758751	0.17743	0.679723
0.351432	0.118304	0.895489
0.358262	0.08929	0.633522
0.37029	0.10907	0.098181
0.238087	0.019499	0.361887
0.133018	0.021603	0.259689
0.619241	0.375596	0.571642
0.201774	0.03557	0.261941
0.339744	0.187874	0.052734
0.456508	0.256752	0.517257
0.595633	0.043404	0.317951
0.344509	0.138075	0.510678
0.280275	0.130334	0.467629
0.371657	0.177814	0.242272
0.369516	0.149286	0.321775
0.243465	0.201719	0.8176
0.482177	0.072442	0.283985
0.540824	0.116441	0.395955
0.329023	0.204561	0.339862
0.278346	0.142976	0.299274
0.158423	0.0524	0.954961
0.342022	0.292104	0.174669
0.202637	0.051702	0.51013
0.403078	0.050586	0.122493
0.534839	0.054547	0.35747
3.900421	0.198611	0.419766
3.916225	0.185369	0.255137
0.40846	0.131762	0.405893
1.292096	0.212645	0.203505
0.46989	0.143398	0.462362
0.486027	0.158532	0.232711
0.516672	0.114126	0.393646
0.368503	0.190077	0.483696
0.150317	0	0.433007
0.423755	0.102302	0.229321
0.316297	0.200415	0.510633
0.324908	0.096677	0.340559
0.451858	0.121008	0.582737
0.259293	0.273675	0.46493
0.340001	0.121859	0.295213
0.114691	0.213488	0.018996
0.286724	0.216305	0.736462
0.260258	0.216856	0.490088
0.174594	0.288884	0.292424
0.188067	0.10633	0.319129
0.499158	0.266004	0.480105
0.343537	0.158664	0.495054
0.263503	0.138836	0.380053
0.504729	0.072765	0.199118
0.355497	0.098072	0.268395
0.25698	0	0.391756
0.285213	0.15677	0.524793
0.310707	0.219803	0.292292
0.505648	0.168554	0.650728
0.236128	0.119309	0.233084
0.329601	0.131553	0.319706
0.329888	0.086066	0.564917
0.30016	0.079401	0.284555
0.21595	0.064719	0.324935
0.215899	0.13805	0.479968
0.228451	0.152226	0.32672
0.367193	0.205105	0
0.201985	0.368511	0.975141
0.092738	0.132538	1.401276
0.458377	0.15034	0.549506
0.173821	0.216917	0.629166
0.337246	0.200604	0.277824
0.289086	0.206902	0.36481
0.46952	1.810573	0.335122
0.232671	2.835653	0.460594
0.306375	0.123044	0.302198
0.363721	0.095642	0.532952
0.342603	0.122123	0.392583
0.124841	0.253828	0.219193
0.421631	0.105298	0.274346
0.195576	0.11066	0.45345
0.147926	0.210758	0.255455
0.70273	0.076019	0.695008
0.570187	0	0.302492
0.485412	0.041106	0.521852
0.098618	0.118084	0.356123
0.04854	0.509625	0.32427
0.527843	0.377664	0.47669
0.155529	0.090813	0.526718
1.589712	0.101628	0.670847
1.584527	0.20492	0.398802
0.522026	0.226678	0.344383
0.260242	0.351753	0.331244
0.553761	0.032658	0.265442
0.28684	0.281822	0.285474
0.608303	0.11057	0.282335
0.287013	0.303048	0.271601
0.286035	0.175664	0.443752
0.321949	0.113354	0.405914
0.329493	0.327759	1.017375
0.215129	0.06499	0.609029
0.36993	0.13106	0.419025
0.351399	0.227302	0.468798
0.158141	0.148506	0.680679
0.269467	0.156718	0.547166
0.139077	0.24233	0.271595
0.3972	0.512644	0.362306
0.246307	0.130869	0.42879
0.315406	0	0.301729
0.574959	0.062361	0.383275
0.052507	0.292899	0.482876
0.141804	0.191939	0.412249
0.332088	0.188951	0.298521
0.54501	0.091203	0.300585
1.424196	0.106113	0.332115
0.369271	0.130401	0.368463
0.575074	0.271772	0.459952
0.224104	0.156829	1.897815
0.896301	2.018994	2.074749
0.205759	2.21836	0.351905
0.082741	2.910511	0.334416
0.294592	0.102914	1.487774
0.491162	1.68079	1.885741
0.29398	1.671676	1.287301
0.240792	0.365882	2.435136
0.291925	0.059926	1.301541
0.36707	0.087222	0.264393
0.290415	0.157836	0.580986
0.368959	0.139007	0.225215
0.21619	0.044697	0.584212
0.380094	0.256057	0.286031
0.210756	0.096358	0.347196
0.03976	0.338894	0.273146
0.520344	0.207736	0.318953
0.380423	0.113596	0.577965
0.069348	0.044823	0.242847
0.471307	0.123744	0.492293
0.496955	0.106543	0.126133
0.149296	0.152008	0.374131
0.421707	2.074348	0.365448
0.210792	1.625906	0.872563
0.136693	0.575232	0.5575
0.279247	0.104957	0.065956
0.237524	0.231963	0.624352
0	0.087576	0.236473
0.477386	0.175262	0.230896
0.477386	0.112673	0.170543
0.477386	0	0.185379
0.477386	0.241702	0.677292
0	0.056302	0.812983
0.344089	0.154445	0.199026
0.429124	0.12018	0.310531
0.256401	0.196122	0.885561
0.258212	0.25362	0.225034
0.077064	0.073503	2.413757
0.263469	0.150816	2.221056
0.228154	0.183813	0.361007
0.417756	0.211556	0.286353
0.435099	0.160815	0.286937
0.242066	0.107669	0.298366
0.238352	0.084205	0.901533
0.408222	0.274212	0.390394
0.476677	0.311445	0.34056
0.264499	0.157841	0.443497
0.335667	0.089998	0.56213
0.308036	0.074595	0.470593
0.626688	0.125745	0.265828
0.346092	0.08201	0.39418
0.287408	1.165896	0.35217
0.209313	0.032556	0.203621
0.213296	2.111859	0.304222
0.545339	0.281912	0.484022
0.215703	0.15294	0
0.420624	0.101507	0.145895
0.216423	0.047758	0.273568
0.411506	0.183866	0.317706
0.263003	0.052126	0.289616
0.240437	0.192942	0.157348
0.37985	0.259203	0.506883
0.38749	0.185332	0.400742
0.410987	0.138616	0.279373
0.451316	0.097749	1.435122
0.249039	0.132523	1.737093
0.328989	0.07912	0.780309
0.357556	0.092984	0.16351
0.444397	0.122393	1.682057
0.353151	0.095187	0.388343
0.517047	0.217469	0.394804
0.251828	0.05719	0.39691
0.439819	0.145465	0.249569
0.298587	0.229012	0.195091
0.303282	0.150042	0.459988
0.442165	0	0.172818
0.428054	0.126495	0.232943
0.620552	0.176732	2.662308
0.380726	0.113389	2.825752
0.393189	0.188987	0.369057
0.332157	0.092129	0.984859
0.251733	0.05821	0.869594
0.351791	0.256557	0.90358
0.144939	0.164727	0.32924
0.351067	0.131485	0.451925
0.338107	0.16647	0.426201
0.396334	0.120201	0
0.472028	0.252207	0.3366
0.300189	0.105512	0.485716
0.16953	0.023475	0.426569
0.125442	0.147763	0.215509
0.250747	0.087748	0.408052
0.178671	0.169194	0.426172
0.21699	0.105159	0.140264
0.465488	0.61693	0.332803
0.377098	0.05881	0.488356
0.706694	0.24797	0.241234
0.160185	0.236804	2.176583
0.505966	0.623245	0.400026
0.32006	0.21185	0.273348
0.836638	0.150892	0.413139
0.448841	0.176885	0.33117
0.55106	0.258681	0.291551
0.419684	0.17475	0.476726
0.392512	0.132269	0.296042
0.355472	0.129782	0.555271
0.278478	0.1987	0.473621
0.336596	0.078926	0.274853
0.363134	0.110152	0.331698
0.332673	0.233057	0.306212
0.321994	0.051245	0.398831
0.473722	2.64266	0.288191
0.184632	2.861047	0.244058
0.056583	0.112058	0.461619
0.158488	0.144498	0.306185
0.532055	0.191346	0.34758
0.250672	0.206931	0.219152
0.430716	0.120728	0.223641
0.368799	0.101498	0.410286
0.501364	0.282657	0.2377
0.110886	0.155099	0.261415
0.277763	0.143318	0.443329
0.205305	0.147889	2.370312
0.370229	0.235975	0.298181
0.377375	0.082015	0.67397
0.260344	0.050422	0.337577
0.197683	0.205676	0.3925
0.305049	0.095424	0.588919
0.357935	0.1454	0.499279
0.324227	0.131987	0.362968
0.191344	0.091841	0.185898
0.173378	0.095657	0.538586
0.146733	0.193129	0.810109
0.422065	0.105024	0.529349
0.223041	0.202814	0.389457
0.179614	0.25205	0.415494
0.278768	0.236928	0.257942
0.217384	0.054508	0.512939
0.310104	0.11981	0.388948
0.718939	0.150381	0.514109
0.954412	0.198205	0.380895
0.52905	0.151093	0.52061
0.179614	0.158252	0.352325
0.32964	0.288346	0.324624
0.223761	0.105731	0.274177
0.295942	0.124073	0.309704
0.418575	0.138274	0.373514
0.266285	0.109938	0.429093
0.269351	0.108749	1.357216
0.320984	0.216016	2.218558
0.168423	0.06786	0.132274
0.246019	0.291125	0.198877
0.252583	0.039669	0.423949
0.609055	0.114473	0.268301
0.355175	0.503196	0.390868
0.693758	0.646674	0.229979
0.368533	0.082767	0.298301
0.38697	0.119685	0.033794
0.317572	0.098381	0.358542
0.36589	0.181204	0.414626
0.108341	0.170431	0.371761
0.300504	0.126056	0.373025
0.349844	0.132619	0.196523
0.201981	0.079783	0.269484
0.161155	0.097972	0.967203
0.138701	0.089283	0.448554
0.885992	0.099881	0.291086
0.395882	0.144693	0.229292
0.400087	0.281112	0.30113
0.225929	0.124464	0.164414
0.269221	0.179624	0.331669
1.056035	0.193542	0.204853
1.715578	0.192494	0.28401
2.81275	0.188935	0.421885
0.291982	0.088643	0.372111
0.120317	0.072382	0.38466
0.401022	0.180025	0.21881
0.358535	0.063604	0.323887
0.30581	0.080785	0.111393
0.384271	0.107145	0.103488
1.247748	0.051138	0.169934
0.263061	0.13966	0.267246
0.414773	1.702327	0.30401
0.225801	0.203283	0.29135
0.545629	0.097124	0.51811
0.330576	0.187904	0.324874
0.252469	0.206377	0.403834
0.448965	0.126459	0.181354
0.079341	0.183713	0.301335
0.31974	0.123007	0.369661
0.355874	0.088374	0.689552
0.921887	0.112532	0.326327
0.478896	0.180629	0.381455
0.280299	0.21319	0.300372
0.268805	0.089541	0.294103
0.602757	0.093614	0.356869
0.225186	0.239088	0.207813
0.34674	0.191339	0.469961
0.320988	0.166984	0.180183
0.379757	0.103394	0.455502
0.175071	0.133183	0.234622
0.392241	0.093027	0.44242
